Wall time,Step,Value
1772693684.5461838,52224,298.0341491699219
1772693686.8458703,52480,298.4514465332031
1772693689.1499405,52736,299.9909973144531
1772693694.1003907,53248,301.1585388183594
1772693698.8569207,53760,303.09222412109375
1772693703.5434687,54272,303.9674072265625
1772693707.9418964,54784,307.4649658203125
1772693712.557898,55296,311.4046936035156
1772693714.6108854,55552,312.8584289550781
1772693719.05257,56064,312.50146484375
1772693721.3734586,56320,310.9649658203125
1772693723.773755,56576,311.1993408203125
1772693725.813001,56832,311.73101806640625
1772693728.2263987,57088,311.1838684082031
1772693732.6507502,57600,309.09503173828125
1772693734.7073011,57856,307.1642150878906
1772693744.8705034,58880,306.6680603027344
1772693762.6950428,60416,305.7777404785156
1772693767.502084,60928,306.5692443847656
1772693769.9277675,61184,306.4162292480469
1772693772.0056741,61440,307.6358337402344
1772693776.5122256,61952,307.13818359375
1772693778.8369994,62208,304.66668701171875
1772693783.3341677,62720,303.1000671386719
1772693785.7395058,62976,301.45697021484375
1772693787.8252757,63232,301.5856628417969
1772693790.2473354,63488,303.3591613769531
1772693802.8491213,64768,304.4130859375
1772693804.881389,65024,303.08868408203125
1772693807.1714978,65280,303.8883361816406
1772693814.5531945,66048,305.93292236328125
1772693817.1016297,66304,308.0293273925781
1772693819.5772579,66560,308.27032470703125
1772693822.3515208,66816,308.8065185546875
1772693827.5565994,67328,313.3712463378906
1772693846.5203257,69376,325.8026428222656
1772693848.686404,69632,327.2787170410156
1772693855.553644,70400,332.68853759765625
1772693857.6723864,70656,332.86309814453125
1772693860.1360738,70912,333.2105407714844
1772693864.5594187,71424,332.6773986816406
1772693868.996172,71936,334.1211242675781
1772693873.4469101,72448,339.8839111328125
1772693875.8423975,72704,340.6216125488281
1772693880.3814828,73216,342.7768859863281
1772693884.8526628,73728,345.2492370605469
1772693887.2516348,73984,346.98529052734375
1772693891.7834094,74496,348.8363952636719
1772693904.3137825,75776,352.4522399902344
1772693906.3506737,76032,353.2590026855469
1772693908.7241998,76288,354.0421447753906
1772693910.7545786,76544,354.4866027832031
1772693913.0968952,76800,356.7173767089844
1772693924.2003758,78080,356.8136291503906
1772693928.582593,78592,354.1167907714844
1772693930.6095362,78848,354.1229553222656
1772693932.9091165,79104,356.2276306152344
1772693935.2546732,79360,357.2968444824219
1772693942.0136445,80128,357.46630859375
1772693944.3773468,80384,358.3345642089844
1772693950.8954089,81152,362.1958312988281
1772693955.2916691,81664,363.7013854980469
1772693957.6045206,81920,365.9888610839844
1772693964.312108,82688,366.27606201171875
1772693968.7454484,83200,367.1587829589844
1772693979.777295,84480,369.5472412109375
1772693981.8930836,84736,368.284912109375
1772693984.163481,84992,368.85345458984375
1772693986.2728138,85248,370.2217712402344
1772693997.3698087,86528,368.8310241699219
1772693999.6404886,86784,369.3339538574219
1772694004.0387814,87296,371.2177734375
1772694010.5288928,88064,374.2015380859375
1772694012.990964,88320,374.9561767578125
1772694015.266309,88576,375.4732666015625
1772694017.386284,88832,375.133056640625
1772694021.7430522,89344,373.333984375
1772694026.2074642,89856,371.8431701660156
1772694030.8379083,90368,374.7283020019531
1772694032.9376802,90624,374.1539001464844
1772694035.2226439,90880,375.605224609375
1772694037.2381217,91136,375.8653564453125
1772694044.0137947,91904,376.7400207519531
1772694048.4016113,92416,376.6559753417969
1772694052.850555,92928,378.257080078125
1772694055.185878,93184,379.0860900878906
1772694057.2038295,93440,380.21490478515625
1772694059.947332,93696,378.64501953125
1772694062.4435217,93952,378.9073791503906
1772694065.0761132,94208,379.44268798828125
1772694067.351949,94464,379.46258544921875
1772694080.7682183,96000,383.08538818359375
1772694087.4029844,96768,378.8569030761719
1772694089.4144957,97024,377.8072509765625
1772694104.8962529,98816,370.38751220703125
1772694107.2532947,99072,368.5440979003906
1772694115.9270747,100096,368.2309875488281
1772694118.0392077,100352,366.8454284667969
1772694120.3120012,100608,367.0327453613281
1772694122.4208422,100864,367.49920654296875
1772694124.6989915,101120,367.1252746582031
1772694127.036704,101376,365.9636535644531
1772694129.0601792,101632,367.21612548828125
1772694131.3912864,101888,367.74261474609375
1772694133.5038695,102144,366.85565185546875
1772694135.7690077,102400,366.59942626953125
1772694140.126884,102912,363.213134765625
1772694142.4821265,103168,364.0682067871094
1772694146.7730424,103680,364.3389892578125
1772694156.8200684,104704,360.9279479980469
1772694158.873805,104960,360.15277099609375
1772694166.6142597,105728,359.0151062011719
1772694168.9179592,105984,359.118896484375
1772694170.9548788,106240,358.63958740234375
1772694173.3283722,106496,360.420654296875
1772694179.7395654,107264,362.3512878417969
1772694187.7652097,108032,365.0345153808594
1772694190.126069,108288,367.8253479003906
1772694196.5386863,109056,373.20977783203125
1772694198.906067,109312,376.0716857910156
1772694207.6374857,110336,380.3918151855469
1772694209.9968224,110592,383.40130615234375
1772694216.392748,111360,387.1858215332031
1772694218.6671488,111616,386.5154724121094
1772694221.07323,111872,386.9671325683594
1772694223.1042056,112128,386.3509826660156
1772694225.4468489,112384,388.4118957519531
1772694227.477821,112640,389.7979736328125
1772694229.8576286,112896,394.245849609375
1772694231.9332347,113152,393.5615539550781
1772694236.6717374,113664,393.4666748046875
1772694239.347094,113920,395.5995788574219
1772694242.2323918,114176,395.8292236328125
1772694244.565843,114432,397.76666259765625
1772694255.0989985,115456,401.45391845703125
1772694257.947592,115712,403.1804504394531
1772694260.5327616,115968,404.9898681640625
1772694262.6811283,116224,405.8580627441406
1772694265.213005,116480,406.229248046875
1772694270.4222586,116992,406.9933776855469
1772694275.3781297,117504,408.0105285644531
1772694280.5056787,118016,410.5382385253906
1772694283.4761684,118272,410.7855224609375
1772694291.2156045,119040,410.5289306640625
1772694293.7535586,119296,410.466552734375
1772694296.1571586,119552,409.8768310546875
1772694301.3004415,120064,411.5587463378906
1772694306.636553,120576,412.7174377441406
1772694316.02406,121600,413.43939208984375
1772694318.2964113,121856,413.3882141113281
1772694325.323706,122624,414.0482177734375
1772694327.621128,122880,412.2750549316406
1772694329.7445896,123136,413.1159362792969
1772694332.0487041,123392,414.8404846191406
1772694334.1072328,123648,415.8667907714844
1772694336.6528726,123904,415.6000671386719
1772694338.8999107,124160,417.22613525390625
1772694344.2890067,124672,418.9310302734375
1772694346.4691389,124928,420.313232421875
1772694348.8761933,125184,422.1236572265625
1772694351.0017407,125440,422.7291564941406
1772694355.757763,125952,424.74884033203125
1772694364.1007683,126720,428.5284118652344
1772694373.2318046,127744,432.8051452636719
1772694380.4325411,128512,430.1286315917969
1772694383.222428,128768,431.09326171875
1772694385.587635,129024,431.4598083496094
1772694392.8744543,129792,432.34381103515625
1772694397.2755866,130304,432.4198913574219
1772694399.3322175,130560,433.0203857421875
1772694401.6181974,130816,434.5879821777344
1772694403.9849613,131072,434.6390075683594
1772694406.0121686,131328,435.07440185546875
1772694408.3671224,131584,435.43853759765625
1772694410.4029636,131840,437.9273681640625
1772694417.0972285,132608,442.75445556640625
1772694419.236629,132864,442.9470520019531
1772694421.7213488,133120,442.98187255859375
1772694424.090833,133376,443.3608703613281
1772694430.5736582,134144,441.2853698730469
1772694446.263936,135936,438.7036437988281
1772694453.061908,136704,438.8208312988281
1772694455.6809115,136960,439.37640380859375
1772694461.4092488,137472,440.1181945800781
1772694463.9527252,137728,440.8139953613281
1772694466.6779907,137984,444.1251525878906
1772694469.1442657,138240,446.468017578125
1772694471.5886827,138496,448.8798522949219
1772694476.5302489,139008,451.9670715332031
1772694478.992436,139264,452.9168395996094
1772694481.7893932,139520,454.11663818359375
1772694486.985982,140032,456.1991271972656
1772694489.314325,140288,456.2112731933594
1772694495.8037033,141056,457.38714599609375
1772694500.5057883,141568,459.7621765136719
1772694504.9541163,142080,459.21551513671875
1772694507.1092954,142336,459.7576599121094
1772694509.4175751,142592,460.4359130859375
1772694523.00602,144128,467.98834228515625
1772694525.3322535,144384,472.1163330078125
1772694527.3897285,144640,472.33074951171875
1772694536.2646751,145664,477.9598693847656
1772694543.1981218,146432,479.8719787597656
1772694547.6743038,146944,479.9526672363281
1772694554.5386865,147712,481.5749816894531
1772694563.3582354,148736,481.16705322265625
1772694572.4136248,149760,480.6842956542969
1772694574.7621284,150016,481.0762634277344
1772694577.1857224,150272,481.52557373046875
1772694581.6670601,150784,480.2817687988281
1772694583.756705,151040,480.1014709472656
1772694586.677306,151296,480.8297424316406
1772694589.0694125,151552,480.8374328613281
1772694591.8293817,151808,479.1767578125
1772694596.5936446,152320,478.9151611328125
1772694601.7439096,152832,475.0159912109375
1772694604.6161041,153088,474.42376708984375
1772694607.0936518,153344,473.8839111328125
1772694609.8083134,153600,475.148681640625
1772694615.1802976,154112,474.85198974609375
1772694618.109797,154368,474.4233703613281
1772694620.5275276,154624,475.86822509765625
1772694625.528033,155136,475.43182373046875
1772694633.6230252,155904,477.3731994628906
1772694638.2142425,156416,479.3722229003906
1772694645.369768,157184,479.7606201171875
1772694648.017964,157440,481.54473876953125
1772694652.9071965,157952,481.35760498046875
1772694658.5439851,158464,482.346435546875
1772694663.7873235,158976,484.0023498535156
1772694668.3551927,159488,485.02838134765625
1772694670.5047948,159744,485.8525695800781
1772694679.367222,160512,488.1037292480469
1772694684.0868201,161024,491.11895751953125
1772694686.6892161,161280,491.2666015625
1772694697.7291265,162304,497.3923034667969
1772694702.194768,162816,499.41461181640625
1772694706.6985152,163328,501.03997802734375
1772694713.4375172,164096,506.6116638183594
1772694715.508423,164352,506.3109436035156
1772694717.9015448,164608,507.0801086425781
1772694719.9632807,164864,507.40936279296875
1772694722.3514776,165120,508.1564025878906
1772694724.6225653,165376,510.325439453125
1772694734.1972463,166400,508.09222412109375
1772694739.2288914,166912,509.7109069824219
1772694742.0449297,167168,509.7592468261719
1772694744.5688546,167424,508.88592529296875
1772694747.4287293,167680,509.87872314453125
1772694749.7456396,167936,510.1016845703125
1772694757.5068033,168704,511.5517883300781
1772694759.9094868,168960,512.2174072265625
1772694762.3729784,169216,513.8549194335938
1772694780.0972457,171008,517.6141967773438
1772694788.4973278,171776,517.6710205078125
1772694801.358943,173056,522.9618530273438
1772694803.8229573,173312,524.0527954101562
1772694806.8791902,173568,523.7776489257812
1772694814.0682867,174336,523.279052734375
1772694818.6166697,174848,523.3629760742188
1772694821.0926495,175104,524.3111572265625
1772694823.2416024,175360,523.5208129882812
1772694830.3842313,176128,527.2393798828125
1772694841.9503715,177408,529.8502197265625
1772694846.6607141,177920,530.039306640625
1772694849.1587944,178176,530.7861938476562
1772694851.8286808,178432,530.3099365234375
1772694854.5668993,178688,529.8219604492188
1772694859.8197448,179200,527.7166748046875
1772694867.3387427,179968,527.4266967773438
1772694869.6790066,180224,527.8316650390625
1772694874.567021,180736,526.3267822265625
1772694883.347314,181760,530.0068969726562
1772694885.7026744,182016,529.6217651367188
1772694890.0960538,182528,530.1340942382812
1772694896.826652,183296,530.8251953125
1772694901.199039,183808,530.5169677734375
1772694905.6112456,184320,530.8391723632812
1772694908.0757034,184576,530.6368408203125
1772694910.4006622,184832,531.4412841796875
1772694915.206401,185344,531.559814453125
1772694919.9752178,185856,530.701416015625
1772694922.517698,186112,528.9636840820312
1772694925.1897461,186368,529.4754028320312
1772694927.5880425,186624,530.724853515625
1772694930.7177203,186880,530.3377685546875
1772694936.0558069,187392,531.9638061523438
1772694938.2413692,187648,531.0691528320312
1772694940.6272378,187904,531.2084350585938
1772694952.8537164,189184,535.7606811523438
1772694955.2054918,189440,535.2160034179688
1772694957.6321278,189696,534.9656982421875
1772694962.022123,190208,536.8178100585938
1772694964.1529608,190464,537.733642578125
1772694966.5053124,190720,538.8837280273438
1772694968.8776035,190976,538.44580078125
1772694986.091354,192768,538.1392211914062
1772694993.4060688,193536,538.2228393554688
1772694996.0789864,193792,539.4082641601562
1772695000.6499443,194304,539.6036376953125
1772695012.5668166,195584,540.447021484375
1772695014.7230737,195840,541.9982299804688
1772695017.2744389,196096,543.9051513671875
1772695025.0893798,196864,545.064208984375
1772695027.7463825,197120,546.1060791015625
1772695033.3804424,197632,546.9015502929688
1772695036.1574361,197888,547.7412719726562
1772695038.8493245,198144,548.0718994140625
1772695043.9316103,198656,548.6858520507812
1772695046.6688116,198912,549.5826416015625
1772695051.785091,199424,548.7506103515625
1772695054.665505,199680,548.880126953125
1772695057.2601016,199936,549.4515380859375
1772695060.0743392,200192,550.476806640625
1772695062.3328404,200448,551.0243530273438
1772695064.8137567,200704,552.128662109375
1772695077.4795108,201984,553.3274536132812
1772695079.9785504,202240,553.7568359375
1772695085.3997543,202752,554.8872680664062
1772695089.9123554,203264,557.0573120117188
1772695095.5558784,203776,555.3965454101562
1772695097.6777477,204032,555.7564086914062
1772695104.9608347,204800,554.8757934570312
1772695107.1330228,205056,555.9381103515625
1772695119.167582,206080,560.3011474609375
1772695121.6729991,206336,560.2681884765625
1772695124.2246556,206592,560.8812866210938
1772695126.5444677,206848,560.0835571289062
1772695134.504913,207616,561.1652221679688
1772695142.836806,208384,561.9373779296875
1772695155.1971257,209664,564.15673828125
1772695157.9438217,209920,563.3671875
1772695162.9132497,210432,564.7178344726562
1772695165.310251,210688,565.4046020507812
1772695167.5115836,210944,567.1100463867188
1772695172.4744453,211456,567.5816040039062
1772695174.839144,211712,568.1550903320312
1772695177.4350557,211968,568.50146484375
1772695179.6238167,212224,568.6618041992188
1772695189.265531,213248,569.1552734375
1772695191.7220442,213504,568.7445068359375
1772695196.6369128,214016,571.150634765625
1772695199.3679273,214272,572.3888549804688
1772695201.9511347,214528,574.0430297851562
1772695207.6126862,215040,575.5547485351562
1772695210.5154579,215296,575.8886108398438
1772695218.631657,216064,574.9219970703125
1772695223.5512931,216576,576.1051025390625
1772695235.4774196,217856,578.8743896484375
1772695237.8844883,218112,579.8345336914062
1772695245.0362742,218880,581.0000610351562
1772695251.7323873,219648,584.0735473632812
1772695258.985155,220416,586.12744140625
1772695261.3673675,220672,585.9104614257812
1772695263.4538717,220928,586.0094604492188
1772695270.9799106,221696,588.9328002929688
1772695273.3097453,221952,589.739990234375
1772695283.300854,222976,590.1349487304688
1772695285.6104443,223232,589.595947265625
1772695309.9558141,225792,596.5858764648438
1772695315.3874352,226304,597.6687622070312
1772695317.9593916,226560,598.7434692382812
1772695320.466957,226816,599.1781005859375
1772695323.0138996,227072,599.7506713867188
1772695327.848199,227584,599.901611328125
1772695332.495097,228096,600.5988159179688
1772695337.013436,228608,602.279052734375
1772695344.0255542,229376,603.240478515625
1772695349.215439,229888,603.76318359375
1772695351.8320537,230144,603.2200317382812
1772695359.9571886,230912,603.7241821289062
1772695362.5102806,231168,603.3102416992188
1772695367.1129172,231680,604.0458374023438
1772695371.8912468,232192,606.0467529296875
1772695374.0172322,232448,606.2704467773438
1772695376.3941436,232704,608.0537109375
1772695380.9421701,233216,609.7918701171875
1772695383.356194,233472,611.56005859375
1772695387.8937972,233984,611.46240234375
1772695390.0881891,234240,612.2005615234375
1772695399.006523,235264,612.7428588867188
1772695401.4786496,235520,612.6856689453125
1772695406.4605932,236032,612.6856689453125
1772695411.4899545,236544,614.27978515625
1772695422.587692,237568,616.1051635742188
1772695424.8944232,237824,617.1353759765625
1772695427.7267158,238080,617.395263671875
1772695430.3215885,238336,616.7838134765625
1772695433.2848806,238592,616.8421020507812
1772695435.6694598,238848,617.5216064453125
1772695438.4570088,239104,617.6709594726562
1772695443.0338979,239616,618.1964721679688
1772695453.420162,240640,619.6619873046875
1772695458.9117897,241152,620.194580078125
1772695461.8392189,241408,620.634033203125
1772695469.3694794,242176,622.38671875
1772695480.2782712,243200,623.855712890625
1772695488.764284,243968,624.8529663085938
1772695494.1094868,244480,624.85888671875
1772695496.6244152,244736,624.8094482421875
1772695499.369506,244992,625.981689453125
1772695508.6063418,246016,625.6884155273438
1772695513.2393193,246528,625.5697631835938
1772695516.1390188,246784,626.7623291015625
1772695518.5769496,247040,626.5038452148438
1772695521.3932736,247296,626.2452392578125
1772695526.5688825,247808,626.98095703125
1772695529.301624,248064,627.4536743164062
1772695537.528835,248832,628.3325805664062
1772695551.2638319,250112,630.6451416015625
1772695556.0554824,250624,631.841552734375
1772695558.4881446,250880,632.4934692382812
1772695563.2601857,251392,633.0042114257812
1772695565.6275535,251648,633.1674194335938
1772695575.1093516,252672,631.4996337890625
1772695579.9680026,253184,632.721923828125
1772695582.2945669,253440,632.944580078125
1772695584.9253023,253696,632.9850463867188
1772695590.325831,254208,633.45947265625
1772695595.2031975,254720,634.583251953125
1772695597.6341312,254976,635.2317504882812
1772695599.887202,255232,635.9041137695312
1772695604.4444156,255744,637.1917724609375
1772695607.232317,256000,637.9237060546875
1772695612.7409873,256512,638.4325561523438
1772695615.5079453,256768,638.422119140625
1772695618.0050824,257024,638.7828979492188
1772695620.5893896,257280,639.7968139648438
1772695622.644806,257536,640.3402709960938
1772695625.3222077,257792,641.002685546875
1772695639.054711,259072,642.3613891601562
1772695644.1615112,259584,643.119384765625
1772695649.3728871,260096,642.9505615234375
1772695651.5179937,260352,643.36328125
1772695654.5494504,260608,643.6599731445312
1772695668.446594,261888,645.9176635742188
1772695677.7655926,262912,648.1990966796875
1772695682.4042966,263424,648.7946166992188
1772695684.9766974,263680,649.318115234375
1772695699.762057,265216,651.1162109375
1772695702.149123,265472,651.2261352539062
1772695704.2321172,265728,651.6298828125
1772695706.6861115,265984,652.143310546875
1772695708.7890573,266240,652.90576171875
1772695717.707684,267264,654.2930297851562
1772695722.4728878,267776,654.5439453125
1772695724.5864236,268032,654.3106079101562
1772695740.4767785,269568,657.8939819335938
1772695742.8387225,269824,657.9412841796875
1772695750.8960226,270592,659.1173095703125
1772695756.4136655,271104,660.7789306640625
1772695758.8901012,271360,660.9378662109375
1772695761.8684182,271616,660.996826171875
1772695767.0146601,272128,661.0447998046875
1772695774.0738196,272896,661.9503173828125
1772695776.158837,273152,662.3292236328125
1772695778.5696816,273408,662.7147827148438
1772695783.0815523,273920,662.0406494140625
1772695785.4207194,274176,661.9364624023438
1772695787.5636458,274432,662.0242309570312
1772695789.8972237,274688,661.7362060546875
1772695791.959243,274944,662.4234008789062
1772695794.3869298,275200,662.5958862304688
1772695801.1693032,275968,663.37109375
1772695803.6410742,276224,662.77783203125
1772695808.1144054,276736,662.1758422851562
1772695810.5312686,276992,662.5577392578125
1772695812.6170356,277248,662.6475219726562
1772695819.503647,278016,663.8506469726562
1772695821.8422537,278272,663.6810913085938
1772695823.9092774,278528,663.5633544921875
1772695832.8694308,279552,663.8546752929688
1772695835.284635,279808,664.9306640625
1772695837.382731,280064,664.4940185546875
1772695848.6263597,281344,665.331787109375
1772695853.140602,281856,666.4879150390625
1772695857.8615952,282368,667.9812622070312
1772695859.955836,282624,667.9105224609375
1772695862.364802,282880,667.9817504882812
1772695868.9330497,283648,669.3345947265625
1772695871.338298,283904,670.6067504882812
1772695873.4930146,284160,670.8858032226562
1772695875.8218956,284416,671.5467529296875
1772695878.2202926,284672,672.2659912109375
1772695880.3064494,284928,672.1444091796875
1772695882.713983,285184,672.2754516601562
1772695884.7992337,285440,672.1259765625
1772695889.2556958,285952,672.6497192382812
1772695896.0664089,286720,674.10595703125
1772695900.524574,287232,674.436279296875
1772695902.848625,287488,674.5881958007812
1772695909.5667262,288256,675.5870971679688
1772695911.974068,288512,675.7449951171875
1772695916.436128,289024,675.7443237304688
1772695918.7324,289280,676.2135009765625
1772695920.8726377,289536,676.8829345703125
1772695923.2111533,289792,676.7136840820312
1772695925.3688755,290048,677.1827392578125
1772695929.749773,290560,678.3986206054688
1772695932.1609423,290816,678.8792114257812
1772695934.4909053,291072,679.4725341796875
1772695936.644918,291328,679.99609375
1772695941.1238663,291840,680.0435791015625
1772695947.9620633,292608,680.88232421875
1772695954.7298255,293376,681.3829345703125
1772695956.8897202,293632,681.674072265625
1772695961.2870476,294144,682.9751586914062
1772695963.7085314,294400,683.2040405273438
1772695965.7836323,294656,683.287353515625
1772695968.2985175,294912,683.8297119140625
1772695970.625173,295168,683.80078125
1772695972.7835298,295424,684.4201049804688
1772695977.1588912,295936,684.0668334960938
1772695986.2089272,296960,684.8977661132812
1772695988.6881177,297216,685.9493408203125
1772695993.1470351,297728,686.3925170898438
1772695997.6671734,298240,685.6763305664062
1772696002.1601145,298752,686.1468505859375
1772696004.5800278,299008,686.1458740234375
1772696018.135461,300544,687.47216796875
1772696020.5741262,300800,687.1914672851562
1772696025.021918,301312,687.07080078125
1772696027.463327,301568,687.4751586914062
1772696029.5437422,301824,687.4783325195312
1772696038.5983486,302848,688.1390380859375
1772696043.2925322,303360,688.3490600585938
1772696048.08688,303872,688.2772827148438
1772696052.632985,304384,687.7328491210938
1772696054.7393363,304640,687.7936401367188
1772696057.0755525,304896,687.7868041992188
1772696063.7810757,305664,687.8164672851562
1772696066.1595912,305920,687.891845703125
1772696068.6187131,306176,688.2924194335938
1772696074.0111682,306688,689.0889892578125
1772696076.169237,306944,688.984619140625
1772696083.035625,307712,688.61474609375
1772696085.3773715,307968,689.2988891601562
1772696092.268813,308736,690.4825439453125
1772696094.571642,308992,690.6250610351562
1772696096.6012607,309248,690.703857421875
1772696101.3809745,309760,690.5361938476562
1772696110.5902016,310784,690.4816284179688
1772696112.6566288,311040,690.4618530273438
1772696115.059323,311296,690.7774047851562
1772696120.0698624,311808,691.0542602539062
1772696122.415998,312064,690.9607543945312
1772696132.6249802,313088,691.4749145507812
1772696134.635533,313344,691.21875
1772696139.011096,313856,691.976318359375
1772696146.1604261,314624,693.1010131835938
1772696149.022111,314880,693.81787109375
1772696156.6249187,315648,695.0665283203125
1772696159.1674411,315904,695.6495971679688
1772696170.5263584,317184,696.5858764648438
1772696174.9667153,317696,697.6304321289062
1772696177.0061135,317952,697.37548828125
1772696179.2993765,318208,696.920166015625
1772696181.4409235,318464,696.694580078125
1772696183.7456267,318720,696.85107421875
1772696186.1060739,318976,696.9168090820312
1772696188.157319,319232,696.8026733398438
1772696194.9855914,320000,697.1802978515625
1772696197.09796,320256,698.00732421875
1772696199.419932,320512,698.6727294921875
1772696201.7891424,320768,699.4165649414062
1772696206.2002947,321280,699.836181640625
1772696210.5803502,321792,700.3737182617188
1772696212.7119179,322048,700.7999267578125
1772696219.4476194,322816,701.6841430664062
1772696221.8095915,323072,701.2969970703125
1772696228.3115118,323840,702.0595092773438
1772696235.083862,324608,702.38623046875
1772696243.9254746,325632,702.56982421875
1772696255.0080674,326912,702.8426513671875
1772696257.3217647,327168,703.0626831054688
1772696259.4495735,327424,702.9508056640625
1772696268.261647,328448,703.8245239257812
1772696275.0347219,329216,703.8961181640625
1772696286.3947937,330496,705.0628051757812
1772696293.0835812,331264,705.8772583007812
1772696299.7994165,332032,706.5263061523438
1772696304.2227042,332544,706.84716796875
1772696306.9065876,332800,706.8535766601562
1772696312.1962223,333312,707.3374633789062
1772696314.9392664,333568,706.7532958984375
1772696324.4481394,334592,705.48828125
1772696333.2784326,335616,705.823486328125
1772696342.1331716,336640,705.9810180664062
1772696344.5139625,336896,705.3211059570312
1772696355.896635,338176,705.3401489257812
1772696360.6716423,338688,705.5865478515625
1772696363.102334,338944,705.8040161132812
1772696368.1730587,339456,706.427978515625
1772696370.622501,339712,705.9737548828125
1772696375.8874147,340224,705.9471435546875
1772696394.658713,342016,704.7855224609375
1772696416.3050547,344320,707.5850830078125
1772696418.6524334,344576,708.4591674804688
1772696423.097625,345088,708.7593994140625
1772696425.2254474,345344,709.322998046875
1772696431.9962292,346112,710.2827758789062
1772696434.3442452,346368,710.8201904296875
1772696438.7631543,346880,712.1651611328125
1772696447.7698364,347904,713.7255249023438
1772696452.218333,348416,714.3485717773438
1772696461.0222442,349440,715.2232055664062
1772696463.4085698,349696,715.6718139648438
1772696465.4565597,349952,715.9752197265625
1772696467.8847995,350208,716.1205444335938
1772696469.9421809,350464,716.2740478515625
1772696479.1344016,351488,718.1373901367188
1772696481.1821353,351744,718.2539672851562
1772696485.6309505,352256,718.356689453125
1772696488.0363495,352512,718.7527465820312
1772696496.8682573,353536,719.38330078125
1772696510.2630901,354816,720.2109375
1772696512.9716902,355072,720.43359375
1772696521.9691856,356096,720.8196411132812
